id,hospcode,areacode,date_com,b_year,r1_1,r1_2,r1_3,r1_4,r1_5,r1_6,r1_7,r2_1,r2_2,r3,r4,r5,r6
"297c1cb035778f7b49357693e6867e6c","02031","22020501","202511180401","2568",0,0,0,0,0,0,0,0,0,0,45,0,0
"297c1cb035778f7b49357693e6867e6c","02213","24030302","202511180446","2568",0,0,1,0,32,0,367,0,0,150,188,0,0
"297c1cb035778f7b49357693e6867e6c","07289","63020112","202511171737","2568",0,0,0,0,1,0,0,0,0,0,12,0,0
"297c1cb035778f7b49357693e6867e6c","10045","95030505","202511171039","2568",0,1,0,1,0,0,1,0,0,8,92,0,0
"297c1cb035778f7b49357693e6867e6c","02032","22020502","202511180401","2568",0,0,0,0,0,0,0,0,29,2,1,0,0
"297c1cb035778f7b49357693e6867e6c","04134","37030704","202511170732","2568",16,0,2,0,21,0,102,0,0,12,17,0,0
"297c1cb035778f7b49357693e6867e6c","07291","63020207","202511171737","2568",0,0,0,0,0,0,0,0,0,3,45,0,0
"297c1cb035778f7b49357693e6867e6c","10176","96110501","202511170426","2568",0,0,0,0,12,0,0,0,0,48,252,0,0
"297c1cb035778f7b49357693e6867e6c","10108","96030401","202511170426","2568",5,0,0,1,2,2,4,8,31,21,215,0,0
"297c1cb035778f7b49357693e6867e6c","05082","45010501","202511170342","2568",0,0,0,0,31,0,2,0,85,35,113,0,0
"297c1cb035778f7b49357693e6867e6c","07376","64010604","202511180111","2568",0,0,0,0,19,0,1,0,17,10,8,0,0
"297c1cb035778f7b49357693e6867e6c","07107","61040904","202511180549","2568",2,0,0,0,1,0,0,0,12,59,36,0,0
"297c1cb035778f7b49357693e6867e6c","10390","55080211","202511180251","2568",0,0,0,0,38,0,0,0,0,65,108,0,0
"297c1cb035778f7b49357693e6867e6c","01023","12030205","202511170715","2568",0,0,0,0,399,0,0,0,0,118,175,0,0
"297c1cb035778f7b49357693e6867e6c","02516","27070205","202511170954","2568",0,0,0,0,115,0,2,0,0,79,61,0,0
"297c1cb035778f7b49357693e6867e6c","09368","86020304","202511170929","2568",1,0,0,0,0,3,0,0,0,196,229,0,0
"297c1cb035778f7b49357693e6867e6c","08350","73012504","202511171620","2568",0,0,0,0,64,0,0,0,15,40,245,0,0
"297c1cb035778f7b49357693e6867e6c","01016","12020702","202511170715","2568",0,0,1,0,3,0,0,0,0,20,76,0,0
"297c1cb035778f7b49357693e6867e6c","01017","12020801","202511170715","2568",0,0,0,0,46,0,1,0,6,21,98,0,0
"297c1cb035778f7b49357693e6867e6c","09925","94031102","202511170829","2568",0,0,0,0,2,0,0,0,0,24,90,0,0
"297c1cb035778f7b49357693e6867e6c","06255","53010602","202511171107","2568",0,0,0,0,1,0,0,0,0,97,150,0,0
"297c1cb035778f7b49357693e6867e6c","23032","11020102","202511171855","2568",0,0,0,0,16,0,5,0,0,25,63,0,0
"297c1cb035778f7b49357693e6867e6c","04805","43020702","202511180301","2568",5,2,0,0,24,0,0,0,3,91,148,0,0
"297c1cb035778f7b49357693e6867e6c","01018","12020805","202511170715","2568",0,0,0,0,81,0,30,1,0,24,8,0,0
"297c1cb035778f7b49357693e6867e6c","06601","56040302","202511171152","2568",0,0,0,0,1,0,0,0,11,18,101,0,0
"297c1cb035778f7b49357693e6867e6c","04197","39021001","202511180302","2568",0,0,1,0,33,0,91,0,0,116,102,0,0
"297c1cb035778f7b49357693e6867e6c","06842","58020301","202511180352","2568",0,0,3,0,18,1,110,0,6,42,95,0,0
"297c1cb035778f7b49357693e6867e6c","15135","11010209","202511171855","2568",0,2,0,0,8,1,32,0,0,177,533,0,0
"297c1cb035778f7b49357693e6867e6c","06378","54030210","202511171007","2568",0,0,0,0,6,0,0,0,7,44,64,0,0
"297c1cb035778f7b49357693e6867e6c","03119","32020702","202511170802","2568",5,0,0,0,4,0,1,0,52,23,24,0,0
"297c1cb035778f7b49357693e6867e6c","09755","92080203","202511170038","2568",0,0,0,0,11,0,2,0,98,28,82,0,0
"297c1cb035778f7b49357693e6867e6c","02249","24051504","202511180446","2568",0,0,0,0,93,0,0,0,0,2,18,0,0
"297c1cb035778f7b49357693e6867e6c","06077","51030205","202511170850","2568",0,0,0,0,3,0,0,0,0,31,26,0,1
"297c1cb035778f7b49357693e6867e6c","01408","15050603","202511180441","2568",0,0,0,0,0,0,0,0,0,47,99,0,0
"297c1cb035778f7b49357693e6867e6c","09787","93011209","202511180359","2568",5,0,0,0,5,0,0,0,8,26,86,0,0
"297c1cb035778f7b49357693e6867e6c","11769","11030401","202511171855","2568",166,0,82,221,256,13,154,0,224,440,606,0,7
"297c1cb035778f7b49357693e6867e6c","01019","12020903","202511170715","2568",0,0,0,0,11,0,0,0,0,9,10,0,0
"297c1cb035778f7b49357693e6867e6c","01628","18030701","202511180502","2568",0,0,0,0,88,0,0,0,0,55,210,0,0
"297c1cb035778f7b49357693e6867e6c","07108","61040906","202511180549","2568",0,0,0,0,15,0,0,0,1,64,2,0,0
"297c1cb035778f7b49357693e6867e6c","05774","49030310","202511142052","2568",3,0,0,0,0,0,0,0,14,138,1,0,0
"297c1cb035778f7b49357693e6867e6c","06379","54030307","202511171007","2568",0,2,0,0,222,0,0,0,0,222,178,0,0
"297c1cb035778f7b49357693e6867e6c","04198","39021102","202511180302","2568",0,0,0,0,37,0,0,0,0,215,313,0,0
"297c1cb035778f7b49357693e6867e6c","00962","11030813","202511171855","2568",0,0,0,0,22,0,1,0,0,15,32,0,0
"297c1cb035778f7b49357693e6867e6c","01965","21031302","202511170530","2568",0,2,0,0,0,0,0,1,13,70,132,0,0
"297c1cb035778f7b49357693e6867e6c","08517","75010603","202511180221","2568",0,0,0,0,9,0,0,0,4,73,20,0,0
"297c1cb035778f7b49357693e6867e6c","08990","81010501","202511162309","2568",0,0,0,0,21,0,4,0,0,68,105,0,0
"297c1cb035778f7b49357693e6867e6c","08767","80012009","202511180625","2568",0,1,1,0,65,0,13,0,0,47,109,0,0
"297c1cb035778f7b49357693e6867e6c","28018","11030208","202511171855","2568",1,0,3,0,2,0,0,0,2,10,11,0,0
"297c1cb035778f7b49357693e6867e6c","05461","47011807","202511161930","2568",0,0,1,0,6,0,0,0,0,58,89,0,0
"297c1cb035778f7b49357693e6867e6c","05602","48010705","202511180414","2568",5,196,0,0,3,0,0,0,7,11,8,0,0
"297c1cb035778f7b49357693e6867e6c","10009","94110305","202511170829","2568",0,0,0,0,18,0,2,0,0,60,391,0,0
"297c1cb035778f7b49357693e6867e6c","10665","25010512","202511180554","2568",3807,597,1390,2158,5127,149,1277,14,6833,5067,6687,0,1190
"297c1cb035778f7b49357693e6867e6c","04225","39040905","202511180302","2568",0,0,0,0,12,0,2,0,0,1,11,0,0
"297c1cb035778f7b49357693e6867e6c","11741","39050305","202511180302","2568",0,0,0,0,13,0,1,0,0,58,50,0,0
"297c1cb035778f7b49357693e6867e6c","03843","35020108","202511170806","2568",0,0,0,0,13,0,0,0,3,65,50,0,0
"297c1cb035778f7b49357693e6867e6c","09715","92041001","202511170038","2568",0,0,0,0,0,0,0,0,0,7,101,0,0
"297c1cb035778f7b49357693e6867e6c","10004","94101205","202511170829","2568",0,2,0,0,28,0,24,0,1,18,153,0,0
"297c1cb035778f7b49357693e6867e6c","03844","35020201","202511170806","2568",0,0,0,0,15,0,6,0,0,58,12,0,0
"297c1cb035778f7b49357693e6867e6c","10798","17020306","202511180428","2568",465,4,111,217,36,3,287,1,718,609,749,0,45
"297c1cb035778f7b49357693e6867e6c","11142","51040104","202511170850","2568",6581,19,581,695,340,11,1493,9,1375,2185,2623,0,388
"297c1cb035778f7b49357693e6867e6c","08704","77030501","202511180351","2568",0,0,0,0,0,0,0,0,0,46,34,0,0
"297c1cb035778f7b49357693e6867e6c","04798","43011907","202511180301","2568",0,0,2,0,12,0,1,0,0,21,49,0,0
"297c1cb035778f7b49357693e6867e6c","11407","92020402","202511170038","2568",1434,4,710,472,481,5,1942,7,1108,849,1260,0,41
"297c1cb035778f7b49357693e6867e6c","01520","16060903","202511180436","2568",0,0,0,0,0,0,0,0,0,32,126,0,0
"297c1cb035778f7b49357693e6867e6c","04126","37030201","202511170732","2568",2,9,3,4,73,0,311,0,0,70,191,0,0
"297c1cb035778f7b49357693e6867e6c","03127","32030312","202511170802","2568",0,0,0,0,147,0,0,0,0,4,60,0,0
"297c1cb035778f7b49357693e6867e6c","40745","56090100","202511171152","2568",470,22,302,44,260,7,143,0,376,302,710,0,87
"297c1cb035778f7b49357693e6867e6c","08705","77030506","202511180351","2568",0,0,0,0,0,0,0,0,26,0,6,0,0
"297c1cb035778f7b49357693e6867e6c","08038","71020301","202511180245","2568",6,0,5,0,51,0,1,0,7,39,111,0,0
"297c1cb035778f7b49357693e6867e6c","08042","71020701","202511180245","2568",1,0,0,0,3,0,0,0,0,22,93,0,0
"297c1cb035778f7b49357693e6867e6c","04918","44010810","202511171003","2568",3,0,0,0,29,0,36,0,16,79,200,0,0
"297c1cb035778f7b49357693e6867e6c","02329","25021206","202511180554","2568",0,0,0,0,20,0,0,0,0,28,37,0,0
"297c1cb035778f7b49357693e6867e6c","10780","14150106","202511171943","2568",380,6,279,380,38,1,79,12,358,315,485,0,14
"297c1cb035778f7b49357693e6867e6c","01543","16090303","202511180436","2568",0,0,0,0,3,0,0,0,0,57,86,0,0
"297c1cb035778f7b49357693e6867e6c","06078","51030302","202511170850","2568",0,0,0,0,3,0,0,0,0,19,110,0,0
"297c1cb035778f7b49357693e6867e6c","09351","86010707","202511170929","2568",0,0,0,0,0,0,0,0,4,174,62,0,0
"297c1cb035778f7b49357693e6867e6c","11424","94030502","202511170829","2568",1442,3,554,473,440,7,1630,2,1257,428,808,0,22
"297c1cb035778f7b49357693e6867e6c","01103","13030604","202511170512","2568",0,0,0,0,0,0,0,0,0,5,16,0,0
"297c1cb035778f7b49357693e6867e6c","02489","27050505","202511170954","2568",0,0,0,0,1,0,0,0,10,102,33,0,0
"297c1cb035778f7b49357693e6867e6c","10056","95050201","202511171039","2568",1,0,0,0,0,0,0,0,12,16,21,0,0
"297c1cb035778f7b49357693e6867e6c","06285","53030509","202511171107","2568",3,0,0,0,29,0,1,0,43,23,13,0,0
"297c1cb035778f7b49357693e6867e6c","01810","20010906","202511171541","2568",0,0,0,0,3,0,2,0,1,28,18,0,0
"297c1cb035778f7b49357693e6867e6c","01094","13020407","202511170512","2568",0,0,0,0,2,0,23,0,0,52,76,0,0
"297c1cb035778f7b49357693e6867e6c","02351","25060704","202511180554","2568",0,0,0,0,0,0,0,0,0,36,16,0,0
"297c1cb035778f7b49357693e6867e6c","04915","44010501","202511171003","2568",0,0,0,0,50,1,1,0,20,151,150,0,0
"297c1cb035778f7b49357693e6867e6c","04152","37060502","202511170732","2568",0,0,0,0,51,0,27,0,16,31,22,0,0
"297c1cb035778f7b49357693e6867e6c","09401","86040804","202511170929","2568",0,0,0,0,0,0,0,0,0,52,83,0,0
"297c1cb035778f7b49357693e6867e6c","02331","25021306","202511180554","2568",0,1,0,0,123,0,0,0,0,137,159,0,0
"297c1cb035778f7b49357693e6867e6c","01811","20011006","202511171541","2568",0,0,0,0,25,0,1,0,1,36,48,0,0
"297c1cb035778f7b49357693e6867e6c","01833","20030201","202511171541","2568",0,0,0,0,4,0,0,0,0,21,43,0,0
"297c1cb035778f7b49357693e6867e6c","07717","67010602","202511171159","2568",5,0,0,0,20,0,3,0,66,20,82,0,1
"297c1cb035778f7b49357693e6867e6c","01407","15050510","202511180441","2568",0,0,0,0,10,0,0,0,0,47,177,0,0
"297c1cb035778f7b49357693e6867e6c","08787","80030503","202511180625","2568",0,0,0,0,3,0,2,0,0,38,20,0,0
"297c1cb035778f7b49357693e6867e6c","05626","48020801","202511180414","2568",0,0,0,0,78,0,0,0,0,71,100,0,0
"297c1cb035778f7b49357693e6867e6c","02405","26020401","202511180230","2568",0,0,0,0,1,0,0,0,0,2,55,0,0
"297c1cb035778f7b49357693e6867e6c","01632","18040202","202511180502","2568",0,0,0,0,8,0,16,0,0,39,15,0,0
"297c1cb035778f7b49357693e6867e6c","08611","76040806","202511171249","2568",9,0,0,0,3,0,19,0,0,24,72,0,0
"297c1cb035778f7b49357693e6867e6c","03238","32110201","202511170802","2568",6,0,0,0,173,0,8,0,21,13,44,0,0
"297c1cb035778f7b49357693e6867e6c","07981","70080101","202511171608","2568",0,0,0,0,0,0,0,0,0,5,6,0,0
"297c1cb035778f7b49357693e6867e6c","09722","92050205","202511170038","2568",0,31,1,0,59,0,18,0,0,116,234,0,0
"297c1cb035778f7b49357693e6867e6c","01362","15010906","202511180441","2568",0,0,0,0,8,0,4,0,0,27,55,0,0
"297c1cb035778f7b49357693e6867e6c","09369","86020305","202511170929","2568",0,0,0,0,159,0,0,0,0,2,30,0,0
"297c1cb035778f7b49357693e6867e6c","07307","63030206","202511171737","2568",0,0,0,0,8,0,0,0,10,49,44,0,0
"297c1cb035778f7b49357693e6867e6c","08736","77070200","202511180351","2568",0,0,0,0,7,0,0,4,0,105,26,0,0
"297c1cb035778f7b49357693e6867e6c","13864","32101305","202511170802","2568",0,0,0,0,22,0,0,0,4,47,37,0,0
"297c1cb035778f7b49357693e6867e6c","14428","44010700","202511171003","2568",0,4,0,0,69,0,0,0,18,52,41,0,0
"297c1cb035778f7b49357693e6867e6c","03107","32012103","202511170802","2568",0,0,0,0,3,0,0,0,76,123,95,0,1
"297c1cb035778f7b49357693e6867e6c","04148","37060205","202511170732","2568",0,0,0,0,0,0,10,0,0,104,0,0,0
"297c1cb035778f7b49357693e6867e6c","05660","48050703","202511180414","2568",2,0,0,0,0,0,0,0,8,22,1,0,0
"297c1cb035778f7b49357693e6867e6c","04147","37060203","202511170732","2568",0,1,1,0,7,0,11,0,0,123,8,0,0
"297c1cb035778f7b49357693e6867e6c","04821","38011101","202511180431","2568",0,1,0,0,64,0,50,0,21,53,173,0,0
"297c1cb035778f7b49357693e6867e6c","01463","16020603","202511180436","2568",0,0,0,1,6,0,1,0,16,30,45,0,0
"297c1cb035778f7b49357693e6867e6c","02375","25080708","202511180554","2568",0,0,0,0,67,0,2,0,0,158,181,0,0
"297c1cb035778f7b49357693e6867e6c","01964","21031203","202511170530","2568",3,5,0,0,0,0,1,6,25,79,97,0,0
"297c1cb035778f7b49357693e6867e6c","10164","96090401","202511170426","2568",0,0,0,0,0,0,0,0,12,9,141,0,0
"297c1cb035778f7b49357693e6867e6c","10080","95070101","202511171039","2568",0,0,0,0,34,0,15,0,1,31,179,0,0
"297c1cb035778f7b49357693e6867e6c","04127","37030203","202511170732","2568",24,0,3,0,0,0,273,0,0,1,12,0,0
"297c1cb035778f7b49357693e6867e6c","02518","27070302","202511170954","2568",0,0,0,0,58,0,0,0,0,26,19,0,0
"297c1cb035778f7b49357693e6867e6c","01462","16020509","202511180436","2568",0,0,0,0,7,0,2,0,0,16,68,0,0
"297c1cb035778f7b49357693e6867e6c","03129","32030409","202511170802","2568",0,0,0,0,92,0,0,0,0,75,259,0,0
"297c1cb035778f7b49357693e6867e6c","23806","56010203","202511171152","2568",0,0,0,0,2,0,0,0,0,2,97,0,0
"297c1cb035778f7b49357693e6867e6c","04822","38011204","202511180431","2568",0,0,0,0,17,0,6,0,1,208,315,0,0
"297c1cb035778f7b49357693e6867e6c","12397","11010100","202511171855","2568",0,1,0,0,39,0,2,0,0,35,48,0,0
"297c1cb035778f7b49357693e6867e6c","02232","24040902","202511180446","2568",0,3,0,0,9,0,0,0,0,14,57,0,0
"297c1cb035778f7b49357693e6867e6c","09926","94031202","202511170829","2568",0,0,0,0,15,0,0,0,0,76,38,0,0
"297c1cb035778f7b49357693e6867e6c","02376","25080803","202511180554","2568",0,0,0,0,3,0,0,0,1,1,5,0,0
"297c1cb035778f7b49357693e6867e6c","02221","24030902","202511180446","2568",0,0,0,0,5,0,0,0,0,50,139,0,0
"297c1cb035778f7b49357693e6867e6c","03847","35020308","202511170806","2568",1,0,0,0,2,0,0,0,11,14,4,0,1
"297c1cb035778f7b49357693e6867e6c","12464","11010402","202511171855","2568",4,3,0,14,210,0,15,0,92,47,186,0,0
"297c1cb035778f7b49357693e6867e6c","06402","54041103","202511171007","2568",3,0,0,0,13,0,0,0,26,56,73,0,0
"297c1cb035778f7b49357693e6867e6c","10057","95050304","202511171039","2568",1,0,0,0,0,0,0,0,0,51,0,0,0
"297c1cb035778f7b49357693e6867e6c","11415","93030103","202511180359","2568",1188,153,929,520,149,0,619,2,736,465,566,0,34
"297c1cb035778f7b49357693e6867e6c","11313","76070103","202511171249","2568",676,8,157,69,330,11,805,2,739,469,1126,0,36
"297c1cb035778f7b49357693e6867e6c","09927","94040103","202511170829","2568",0,1,0,1,327,0,8,0,0,17,447,0,0
"297c1cb035778f7b49357693e6867e6c","02491","27050603","202511170954","2568",0,0,0,0,31,0,0,0,0,87,121,0,0
"297c1cb035778f7b49357693e6867e6c","08778","80020304","202511180625","2568",0,0,0,0,0,0,0,0,0,2,25,0,0
"297c1cb035778f7b49357693e6867e6c","04174","39010605","202511180302","2568",0,0,0,0,0,0,0,0,0,176,0,0,0
"297c1cb035778f7b49357693e6867e6c","01371","15020405","202511180441","2568",0,0,0,0,1,0,0,0,0,1,93,0,0
"297c1cb035778f7b49357693e6867e6c","01513","16060401","202511180436","2568",0,0,0,0,0,0,0,0,0,55,1,0,0
"297c1cb035778f7b49357693e6867e6c","04916","44010605","202511171003","2568",0,4,0,1,0,0,0,0,23,10,29,0,0
"297c1cb035778f7b49357693e6867e6c","02367","25070907","202511180554","2568",0,0,0,0,0,0,0,0,0,51,1,0,0
"297c1cb035778f7b49357693e6867e6c","09159","84020405","202511170550","2568",0,0,0,0,34,0,2,0,47,200,287,0,0
"297c1cb035778f7b49357693e6867e6c","12470","76010100","202511171249","2568",0,0,0,2,200,0,89,0,0,17,114,0,0
"297c1cb035778f7b49357693e6867e6c","08706","77030605","202511180351","2568",1,0,0,0,12,0,0,0,0,38,154,0,0
"297c1cb035778f7b49357693e6867e6c","10112","96030603","202511170426","2568",0,0,0,0,0,0,0,0,0,1,1,0,0
"297c1cb035778f7b49357693e6867e6c","06296","53040504","202511171107","2568",0,0,18,0,26,0,5,0,0,71,39,0,0
"297c1cb035778f7b49357693e6867e6c","08686","77010609","202511180351","2568",0,0,0,0,4,0,0,0,0,11,14,0,0
"297c1cb035778f7b49357693e6867e6c","08785","80030404","202511180625","2568",1,0,0,0,3,0,88,0,0,34,127,0,0
"297c1cb035778f7b49357693e6867e6c","09725","92050404","202511170038","2568",0,0,0,0,0,0,0,0,0,79,91,0,0
"297c1cb035778f7b49357693e6867e6c","13754","20070100","202511171541","2568",861,371,1852,2677,5845,509,1919,119,4613,4986,6646,0,1085
"297c1cb035778f7b49357693e6867e6c","01373","15020703","202511180441","2568",0,0,0,0,15,1,0,0,0,1,61,0,0
"297c1cb035778f7b49357693e6867e6c","02200","24011813","202511180446","2568",0,0,1,0,4,0,0,0,4,11,124,0,0
"297c1cb035778f7b49357693e6867e6c","01374","15020802","202511180441","2568",0,0,0,0,19,0,3,0,0,13,12,0,0
"297c1cb035778f7b49357693e6867e6c","03131","32030603","202511170802","2568",0,0,0,0,16,1,1,0,0,47,226,0,0
"297c1cb035778f7b49357693e6867e6c","11406","91060108","202511172339","2568",972,36,165,106,289,9,682,3,533,448,583,0,37
"297c1cb035778f7b49357693e6867e6c","10098","96020202","202511170426","2568",0,0,0,0,0,0,0,0,0,44,4,0,0
"297c1cb035778f7b49357693e6867e6c","05752","49010902","202511142052","2568",0,0,0,0,6,0,0,0,5,86,108,0,0
"297c1cb035778f7b49357693e6867e6c","06101","51060308","202511170850","2568",0,0,0,0,1,0,0,0,0,6,6,0,0
"297c1cb035778f7b49357693e6867e6c","08562","76010606","202511171249","2568",0,9,0,0,0,0,0,0,4,70,3,0,0
"297c1cb035778f7b49357693e6867e6c","09928","94040104","202511170829","2568",0,0,0,0,0,0,1,0,0,11,65,0,0
"297c1cb035778f7b49357693e6867e6c","01375","15020901","202511180441","2568",0,0,0,0,0,0,0,0,0,0,10,0,0
"297c1cb035778f7b49357693e6867e6c","04103","37010706","202511170732","2568",0,0,2,0,29,0,1,0,1,12,48,0,0
"297c1cb035778f7b49357693e6867e6c","04824","38020201","202511180431","2568",9,0,0,0,294,0,13,0,2,53,96,0,0
"297c1cb035778f7b49357693e6867e6c","01611","18010602","202511180502","2568",0,0,0,0,19,0,27,0,4,6,212,0,0
"297c1cb035778f7b49357693e6867e6c","10808","19030100","202511180225","2568",748,8,262,505,673,1,651,31,536,917,1004,0,19
"297c1cb035778f7b49357693e6867e6c","08998","81011705","202511162309","2568",0,1,0,0,2,0,0,0,0,17,62,0,0
"297c1cb035778f7b49357693e6867e6c","09020","81040602","202511162309","2568",0,0,0,0,73,0,0,0,0,29,60,0,0
"297c1cb035778f7b49357693e6867e6c","04263","40011105","202511180536","2568",2,8,3,0,27,0,7,6,30,197,212,0,0
"297c1cb035778f7b49357693e6867e6c","08616","76050302","202511171249","2568",0,0,0,0,0,0,0,0,0,7,217,0,0
"297c1cb035778f7b49357693e6867e6c","14876","32051102","202511170802","2568",0,0,0,0,1050,0,3,0,28,232,164,0,0
"297c1cb035778f7b49357693e6867e6c","04917","44010705","202511171003","2568",0,0,0,0,0,0,0,0,0,57,67,0,0
"297c1cb035778f7b49357693e6867e6c","00985","11050503","202511171855","2568",0,0,0,3,80,0,0,0,0,139,274,0,0
"297c1cb035778f7b49357693e6867e6c","15048","11010100","202511171855","2568",1,0,0,1,5,0,3,1,25,9,42,0,0
"297c1cb035778f7b49357693e6867e6c","01093","13020308","202511170512","2568",0,0,0,0,5,0,0,0,0,106,35,0,0
"297c1cb035778f7b49357693e6867e6c","02494","27050805","202511170954","2568",0,0,0,0,2,0,0,0,0,32,11,0,0
"297c1cb035778f7b49357693e6867e6c","06599","56040104","202511171152","2568",0,0,0,0,0,0,3,0,0,14,9,0,0
"297c1cb035778f7b49357693e6867e6c","02884","31011407","202511171004","2568",2,0,4,0,236,0,3,0,39,43,190,0,1
"297c1cb035778f7b49357693e6867e6c","24559","11050108","202511171855","2568",0,0,0,0,68,0,0,0,0,9,145,0,0
"297c1cb035778f7b49357693e6867e6c","06526","55071502","202511180251","2568",0,0,0,0,14,0,0,0,0,43,90,0,0
"297c1cb035778f7b49357693e6867e6c","02324","25020905","202511180554","2568",0,0,0,0,19,0,4,0,0,183,6,0,0
"297c1cb035778f7b49357693e6867e6c","01013","12020504","202511170715","2568",0,0,0,0,7,0,4,1,14,30,35,0,0
"297c1cb035778f7b49357693e6867e6c","10058","95050306","202511171039","2568",0,1,0,0,7,0,3,0,0,36,162,0,0
"297c1cb035778f7b49357693e6867e6c","06877","58050104","202511180352","2568",9,0,3,1,150,0,1,0,0,15,71,0,0
"297c1cb035778f7b49357693e6867e6c","04202","39030304","202511180302","2568",0,0,0,0,95,0,40,0,0,37,20,0,0
"297c1cb035778f7b49357693e6867e6c","09371","86020513","202511170929","2568",0,0,0,0,2,41,0,0,0,7,31,0,0
"297c1cb035778f7b49357693e6867e6c","07110","61050206","202511180549","2568",4,0,0,0,32,0,0,0,6,59,172,0,0
"297c1cb035778f7b49357693e6867e6c","04112","37011401","202511170732","2568",0,0,0,0,70,0,0,0,0,28,2,0,0
"297c1cb035778f7b49357693e6867e6c","24007","37011302","202511170732","2568",2,1,15,3,129,0,82,0,19,169,532,0,0
"297c1cb035778f7b49357693e6867e6c","04239","39050201","202511180302","2568",0,0,0,0,8,0,1,0,1,85,127,0,19
"297c1cb035778f7b49357693e6867e6c","07131","61061204","202511180549","2568",0,0,0,0,21,0,11,0,20,42,100,0,1
"297c1cb035778f7b49357693e6867e6c","07382","64020204","202511180111","2568",0,0,0,0,1,0,3,0,0,212,3,0,0
"297c1cb035778f7b49357693e6867e6c","01064","12060803","202511170715","2568",0,0,0,0,0,0,0,0,0,92,117,0,0
"297c1cb035778f7b49357693e6867e6c","07112","61050403","202511180549","2568",2,0,0,0,40,0,1,0,0,28,24,0,0
"297c1cb035778f7b49357693e6867e6c","03532","34010903","202511170811","2568",26,8,1,3,45,0,24,0,5,172,133,0,1
"297c1cb035778f7b49357693e6867e6c","10767","13070706","202511170512","2568",314,8,128,205,98,5,182,22,509,661,675,0,5
"297c1cb035778f7b49357693e6867e6c","11226","61070102","202511180549","2568",1869,5,761,279,362,2,620,11,2081,655,797,0,73
"297c1cb035778f7b49357693e6867e6c","08774","80012212","202511180625","2568",0,0,0,0,0,0,0,0,0,23,12,0,0
"297c1cb035778f7b49357693e6867e6c","08518","75010702","202511180221","2568",0,0,0,0,0,0,0,0,1,178,912,0,0
"297c1cb035778f7b49357693e6867e6c","10712","49010100","202511142052","2568",2414,227,889,2049,786,60,1443,23,1596,2105,1441,0,757
"297c1cb035778f7b49357693e6867e6c","02175","23060101","202511172305","2568",14,0,0,0,25,0,1,0,5,110,66,0,0
"297c1cb035778f7b49357693e6867e6c","07381","64011005","202511180111","2568",0,0,0,0,86,0,0,0,5,6,14,0,0
"297c1cb035778f7b49357693e6867e6c","01398","15041201","202511180441","2568",4,0,0,0,22,1,0,0,10,23,20,0,0
"297c1cb035778f7b49357693e6867e6c","07066","61010305","202511180549","2568",6,0,0,0,11,0,1,0,24,3,11,0,11
"297c1cb035778f7b49357693e6867e6c","01684","19011307","202511180225","2568",0,0,0,0,11,0,0,0,6,15,41,0,0
"297c1cb035778f7b49357693e6867e6c","03133","32030702","202511170802","2568",0,0,0,0,0,0,0,0,0,0,100,0,0
"297c1cb035778f7b49357693e6867e6c","03134","32030709","202511170802","2568",0,0,0,0,22,0,0,0,13,3,34,0,0
"297c1cb035778f7b49357693e6867e6c","07094","61030411","202511180549","2568",3,0,0,0,36,0,0,0,0,20,181,0,0
"297c1cb035778f7b49357693e6867e6c","09929","94040304","202511170829","2568",0,0,0,0,6,0,1,0,0,8,125,0,0
"297c1cb035778f7b49357693e6867e6c","02134","23011402","202511172305","2568",0,0,0,0,129,0,0,0,0,1,0,0,0
"297c1cb035778f7b49357693e6867e6c","02406","26020501","202511180230","2568",0,0,0,0,22,0,0,0,15,44,115,0,0
"297c1cb035778f7b49357693e6867e6c","23065","21010900","202511170530","2568",0,0,0,0,20,0,0,0,8,25,56,0,0
"297c1cb035778f7b49357693e6867e6c","03135","32030805","202511170802","2568",0,0,0,0,15,0,0,0,0,2,68,0,0
"297c1cb035778f7b49357693e6867e6c","05844","50040402","202511152317","2568",2,0,10,0,15,0,0,0,0,28,86,0,0
"297c1cb035778f7b49357693e6867e6c","07111","61050306","202511180549","2568",0,1,0,0,42,0,0,5,10,36,2,0,0
"297c1cb035778f7b49357693e6867e6c","04247","39060503","202511180302","2568",0,0,0,0,12,0,0,0,0,32,22,0,0
"297c1cb035778f7b49357693e6867e6c","09634","91050202","202511172339","2568",0,0,0,0,3,0,0,0,0,4,614,0,0
"297c1cb035778f7b49357693e6867e6c","15010","96130101","202511170426","2568",795,8,500,195,60,0,646,1,899,322,516,0,7
"297c1cb035778f7b49357693e6867e6c","08775","80020106","202511180625","2568",0,0,0,0,0,0,0,0,0,1,1,0,0
"297c1cb035778f7b49357693e6867e6c","02483","27050209","202511170954","2568",0,0,0,0,63,0,0,0,2,25,72,0,0
"297c1cb035778f7b49357693e6867e6c","06838","58010901","202511180352","2568",0,0,0,0,168,1,0,0,0,2,409,0,0
"297c1cb035778f7b49357693e6867e6c","09021","81040608","202511162309","2568",0,0,0,0,32,1,0,0,0,16,72,0,0
"297c1cb035778f7b49357693e6867e6c","06383","54030801","202511171007","2568",0,0,0,0,55,0,0,0,2,55,100,0,0
"297c1cb035778f7b49357693e6867e6c","08776","80020204","202511180625","2568",0,0,0,0,3,0,0,0,1,1,59,0,0
